"fullReferrer"
"t.co/8VxzADw0lu"
"t.co/8hjVvKqSQ3"
"t.co/tuAsrKb82I"
"t.co/9JqrB4scA7"
"facebook.com/"
"google"
"m.facebook.com/"
"m.facebook.com/"
"facebook.com/"
"(direct)"
"(direct)"
"m.facebook.com/l.php"
"(direct)"
"google"
"m.facebook.com/"
"t.co/5H7MvZTVWW"
"t.co/RJQLT0LTkE"
"facebook.com/"
"(direct)"
"(direct)"
"t.co/u2bpmTnrPB"
"m.facebook.com/"
"(direct)"
"facebook.com/"
"google"
"google"
"m.facebook.com/"
"facebook.com/"
"t.co/eFQNZD6Msw"
"(direct)"
"google"
"t.co/eFQNZD6Msw"
"webpress.prensanet.com.co/INFConsulta.aspx"
"google"
"(direct)"
"m.facebook.com/"
"t.co/Q1tomdTWP5"
"webpress.prensanet.com.co/INFConsulta.aspx"
"google"
"l.facebook.com/l.php"
"google"
"google"
"l.facebook.com/l.php"
"aulas.uniminuto.edu/presencial/pregrado/mod/quiz/attempt.php"
"aulas.uniminuto.edu/presencial/pregrado/mod/quiz/attempt.php"
"aulas.uniminuto.edu/presencial/pregrado/mod/quiz/attempt.php"
"t.co/N7JGN59SLq"
"google"
"hchr.org.co/acnudh/index.php"
"t.co/e5G6c8cOA2"
"(direct)"
"t.co/LF7I2HrSVC"
"(direct)"
"l.facebook.com/l.php"
"m.facebook.com/"
"(direct)"
"google"
"(direct)"
"(direct)"
"feedly.com/i/category/Política"
"(direct)"
"google"
"feedly.com/i/category/Política"
"google"
"google"
"lm.facebook.com/l.php"
"google"
"feedly.com/i/latest"
"colombia.noticiasabc.com/2014/07/25/desempleo-friccional-y-servicio-nacional-de-empleo/"
"google"
"google"
"google"
"google"
"(direct)"
"m.facebook.com/"
"google"
"m.facebook.com/"
"google"
"feedly.com/i/category/Colombian"
"google"
"google"
"google"
"feedly.com/i/category/Política"
"razonpublica.com/index.php/politica-y-gobierno-temas-27/7062-cadena-perpetua-imedida-efectiva-o-populismo-punitivo.html"
"google"
"google"
"google"
"feedly.com/i/category/Política"
"feedly.com/i/subscription/feed/http://www.lasillavacia.com/rss.xml"
"(direct)"
"google"
"(direct)"
"google"
"feedly.com/i/latest"
"feedly.com/i/latest"
"google"
"feedly.com/i/latest"
"(direct)"
"(direct)"
"feedly.com/i/category/Colombian"
"(direct)"
"netvibes.com/privatepage/1"
"netvibes.com/privatepage/1"
"(direct)"
"google"
"feedly.com/i/subscription/feed/http://lasillavacia.com/rss.xml"
"google"
"google"
"t.co/3QIf4TSRIi"
"google"
"feedly.com/i/latest"
"google"
"google"
"(direct)"
"feedly.com/i/category/Colombian"
"colombianoticias.co/"
"feedly.com/i/category/Colombian"
"google"
"colombia.noticiasabc.com/2014/12/17/con-o-sin-firma-en-la-habana-el-movimiento-campesino-resurge/"
"google"
"google"
"feedly.com/i/category/Política"
"google"
"google"
"(direct)"
"m.facebook.com/"
"google"
"(direct)"
"(direct)"
"feedly.com/i/latest"
"google"
"colombia.noticiasabc.com/2015/03/16/el-hombre-que-maneja-toto-en-el-quindio/"
"google"
"(direct)"
"google"
"(direct)"
"feedly.com/index.html"
"google"
"feedly.com/i/category/Política"
"colombia.noticiasabc.com/2014/11/03/el-oleoducto-tapir-quiere-atravesar-un-parque-nacional/"
"google"
"google"
"(direct)"
"t.co/7TSnsAm3Nu"
"lm.facebook.com/l.php"
"(direct)"
"google"
"feedly.com/i/category/Colombian"
"(direct)"
"(direct)"
"google"
"google"
"feedly.com/index.html"
"(direct)"
"colombia.noticiasabc.com/2015/05/07/fecode-quedo-fortalecido-tras-el-paro/"
"google"
"t.co/z97ZnPqzWN"
"google"
"google"
"aceb.org.co/author/secretaria-de-comunicaciones/"
"google"
"google"
"colombianoticias.co/"
"feedly.com/index.html"
"feedly.com/index.html"
"feedly.com/i/subscription/feed/http://www.lasillavacia.com/rss.xml"
"google"
"google"
"colombianoticias.co/"
"google"
"google"
"google"
"google"
"feedly.com/i/subscription/feed/http://www.lasillavacia.com/rss.xml"
"google"
"lm.facebook.com/lsr.php"
"lm.facebook.com/lsr.php"
"google"
"feedly.com/i/latest"
"google"
"(direct)"
"netvibes.com/share/Lwup"
"google"
"google"
"pulsenews"
"(direct)"
"(direct)"
"(direct)"
"(direct)"
"feedly.com/i/category/Opinión"
"lm.facebook.com/l.php"
"feedly.com/i/category/Opinión"
"feedly.com/i/latest"
"google"
"(direct)"
"facebook.com/"
"feedly.com/i/latest"
"(direct)"
"feedly.com/i/latest"
"feedly.com/i/latest"
"google"
"google"
"google"
"colombianoticias.co/"
"(direct)"
"feedly.com/index.html"
"google"
"(direct)"
"t.co/1LWvtSHWQZ"
"t.co/QRS4Qs94xY"
"facebook.com/"
"colombia.noticiasabc.com/2014/09/02/los-malestares-con-el-gobernador-de-cordoba/"
"google"
"t.co/JBJzH0I5Wg"
"(direct)"
"google"
"google"
"(direct)"
"(direct)"
"(direct)"
"(direct)"
"google"
"google"
"google"
"feedly.com/i/category/Colombian"
"(direct)"
"pulsenews"
"(direct)"
"(direct)"
"(direct)"
"google"
"feedly.com/i/latest"
"colombianoticias.co/opinion/page/2/"
"lm.facebook.com/l.php"
"aceb.org.co/"
"google"
"(direct)"
"(direct)"
"google"
"colombianoticias.co/uldarico-gana-por-punta-y-punta-con-abello/"
"google"
"google"
"colombianoticias.co/todo-listo-para-penalosa-2015/"
"feedly.com/i/category/Colombian"
"feedly.com/i/latest"
"google"
"google"
"google"
"google"
"google"
"(direct)"
"elbogotazo.com/index.php/expresese/3238-con-una-lagrima-en-el-ojo"
"colombia.noticiasabc.com/2015/03/14/convencion-pro-martas/"
"feedly.com/i/latest"
"(direct)"
"google"
"google"
"google"
"(direct)"
"google"
"(direct)"
"feedly.com/i/subscription/feed/http://lasillavacia.com/rss.xml"
"google"
"google"
"(direct)"
"(direct)"
"(direct)"
"google"
"(direct)"
"elbogotazo.com/index.php/expresese/3238-con-una-lagrima-en-el-ojo"
"google"
"google"
"google"
"google"
"google"
"google"
"google"
"feedly.com/i/category/Colombian"
"colombianoticias.co/la-empresa-que-esta-en-todos-los-carteles/"
"(direct)"
"google"
"feedly.com/i/category/Colombian"
"google"
"google"
"google"
"feedly.com/i/category/Colombian"
"google"
"google"
"(direct)"
"(direct)"
"feedly.com/i/category/Política"
"google"
"(direct)"
"(direct)"
"(direct)"
"colombianoticias.co/paila-riopaila/"
"(direct)"
"google"
"google"
"google"
"(direct)"
"colombianoticias.co/vallejo-da-mas-tiempo-para-el-super-decreto-ambiental/"
"google"
"(direct)"
"feedly.com/i/subscription/feed/http://www.lasillavacia.com/rss.xml"
"aceb.org.co/896/"
"(direct)"
"lasillavacia.com/"
"google"
"google"
"google"
"(direct)"
"facebook.com/"
"google"
"lasillallena.lasillavacia.com/la-silla-cachaca"
"lasillallena.lasillavacia.com/node/52/contenidos-compartidos"
"t.co/M7W9lrJnVb"
"(direct)"
"facebook.com/"
"google"
"t.co/ypNpZr2jLe"
"facebook.com/"
"google"
"google"
"(direct)"
"google"
"t.co/duSFsLPnKE"
"t.co/ypNpZr2jLe"
"(direct)"
"google"
"(direct)"
"google"
"m.facebook.com/"
"google"
"t.co/y0cdbbqvh9"
"(direct)"
"bing"
"google"
"t.co/y0cdbbqvh9"
"(direct)"
"google"
"t.co/tGBHDLQ4hE"
"lasillallena.lasillavacia.com/la-silla-cachaca"
"google"
"lasillallena.lasillavacia.com/la-silla-cachaca"
"t.co/Idka8YAJKH"
"google"
"(direct)"
"(direct)"
"google"
"m.facebook.com/"
"(direct)"
"facebook.com/"
"google"
"(direct)"
"(direct)"
"bing"
"facebook.com/"
"google"
"facebook.com/"
"google"
"lasillallena.lasillavacia.com/la-silla-cachaca"
"facebook.com/"
"google"
"l.facebook.com/l.php"
"(direct)"
"bing"
"facebook.com/"
"google"
"(direct)"
"google"
"(direct)"
"facebook.com/"
"google"
"(direct)"
"(direct)"
"facebook.com/"
"google"
"yahoo"
"(direct)"
"lasillallena.lasillavacia.com/node/52/contenidos-compartidos"
"(direct)"
"(direct)"
"google"
"(direct)"
"(direct)"
"facebook.com/"
"google"
"(direct)"
"facebook.com/"
"google"
"(direct)"
"google"
"plusnetwork.com/"
"(direct)"
"google"
"(direct)"
"google"
"(direct)"
"google"
"google"
"(direct)"
"google"
"google"
"lasillallena.lasillavacia.com/la-silla-cachaca"
"lasillallena.lasillavacia.com/la-silla-de-las-mujeres"
"google"
"(direct)"
"bing"
"google"
"search.iminent.com/es-ES/search/"
"(direct)"
"google"
"(direct)"
"google"
"google"
"google"
"google"
"t.co/BYLBxhhEoR"
"(direct)"
"ask"
"google"
"t.co/JTZFJb7BZy"
"google"
"(direct)"
"(direct)"
"(direct)"
"(direct)"
"facebook.com/"
"google"
"l.facebook.com/l.php"
"t.co/SODlGoILuv"
"t.co/qCfRcJiAXf"
"(direct)"
"google"
"(direct)"
"google"
"lasillallena.lasillavacia.com/user/10000473"
"facebook.com/"
"(direct)"
"facebook.com/"
"google"
"lasillallena.lasillavacia.com/todas-las-voces/cu-l-es-su-mejor-recuerdo-de-la-silla-vac"
"lasillallena.lasillavacia.com/user/10000473"
"(direct)"
"google"
"t.co/oLPgV7aAmI"
"(direct)"
"(direct)"
"elespectador.com/opinion/yohir-akerman-una-piedra-el-zapato-columna-546288"
"google"
"lasillallena.lasillavacia.com/home"
"lasillallena.lasillavacia.com/user/login"
"notimundo.in/"
"t.co/SODlGoILuv"
"t.co/ljoEEbcMxH"
"t.co/ytHh7dzbgG"
"facebook.com/"
"lasillallena.lasillavacia.com/"
"(direct)"
"(direct)"
"bing"
"google"
"(direct)"
"bing"
"google"
"t.co/kwBo8cpgyH"
"google"
"(direct)"
"google"
"t.co/2LVXdq7GZ4"
"google"
"(direct)"
"(direct)"
"google"
"t.co/iEbtnPF9FZ"
"(direct)"
"google"
"t.co/duSFsLPnKE"
"(direct)"
"google"
"t.co/6LBCOcKCwf"
"t.co/8Q2VOeoQhb"
"(direct)"
"(direct)"
"nolecreemosarcn.blogspot.com/"
"(direct)"
"m.facebook.com/"
"l.facebook.com/l.php"
"t.co/Au0an1XGP0"
"t.co/FAyvAM3D3m"
"javeriana.edu.co/revistas/Ofi/pesquisa/wordpress/"
"(direct)"
"t.co/GcCtiPte3H"
"t.co/GcCtiPte3H"
"(direct)"
"google"
"google"
"(direct)"
"(direct)"
"facebook.com/"
"semana.com/opinion/articulo/la-corte-constitucional-el-derecho-ser-estrambotico-en-internet-opinion-emmanuel-vargas-penagos/424757-3"
"l.facebook.com/l.php"
"l.facebook.com/l.php"
"l.facebook.com/l.php"
"javeriana.vistad.net/puj-sillavacia/"
"(direct)"
"facebook.com/"
"google"
"lm.facebook.com/l.php"
"m.facebook.com/"
"m.facebook.com/"
"m.facebook.com/"
"m.facebook.com/"
"facebook.com/"
"facebook.com/"
"t.co/aBepd1euov"
"google"
"google"
"google"
"google"
"lasillallena.lasillavacia.com/comment/22"
"google"
"lm.facebook.com/lsr.php"
"google"
"bing"
"google"
"google"
"google"
"(direct)"
"(direct)"
"(direct)"
"google"
"(direct)"
"lm.facebook.com/lsr.php"
"google"
"google"
"l.facebook.com/l.php"
"lm.facebook.com/l.php"
"google"
"(direct)"
"google"
"(direct)"
"google"
"google"
"es.m.wikipedia.org/wiki/Fernando_Londoño_Hoyos"
"es.wikipedia.org/wiki/Fernando_Londoño"
"google"
"google"
